Order_ID,Order_Date,Customer_ID,Customer_Name,City,Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Status
ORD0248,2025-03-23,C169,Leyla,Ganja,Electronics,Power Bank,5,441.96,0.05,Bank Transfer,Completed
ORD0249,2026-03-21,C141,Aysel,Ganja,Electronics,Power Bank,5,281.67,0.0,Cash,Completed
ORD0250,2026-07-27,C198,Gunay,Ganja,Electronics,Headphones,3,441.62,0.0,Cash,Completed
ORD0251,2025-07-17,C198,Aysel,Ganja,Electronics,Wireless Mouse,5,55.14,0.0,Cash,Completed
ORD0252,2026-03-11,C139,Elvin,Lankaran,Furniture,Desk,4,177.93,0.05,Bank Transfer,Completed
ORD0253,2026-01-18,C168,Lala,Lankaran,Electronics,Power Bank,5,90.82,0.1,Online Payment,Completed
ORD0254,2025-02-27,C128,Zehra,Baku,Home,Kettle,2,143.6,0.0,Cash,Completed
ORD0255,2025-08-15,C106,Sabina,Lankaran,Clothing,T-Shirt,1,79.47,0.05,Bank Transfer,Completed
ORD0256,2025-09-25,C174,Kamran,Lankaran,Books,Data Analytics Book,4,18.17,0.1,Card,Cancelled
ORD0257,2026-04-13,C170,Gunay,Ganja,Electronics,Wireless Mouse,3,87.92,0.05,Bank Transfer,Completed
ORD0258,2026-06-04,C132,Gunay,Sumqayit,Home,Coffee Maker,5,185.46,0.05,Cash,Returned
ORD0259,2025-01-16,C101,Emil,Mingachevir,Home,Coffee Maker,5,244.03,0.1,Card,Completed
ORD0260,2026-07-25,C127,Nigar,Baku,Clothing,Jacket,3,160.52,0.05,Card,Completed
ORD0261,2025-08-15,C161,Gunay,Mingachevir,Furniture,Desk,1,55.41,0.1,Cash,Returned
ORD0262,2026-01-30,C166,Emil,Lankaran,Home,Air Fryer,4,104.59,0.0,Online Payment,Completed
ORD0263,2025-10-04,C128,Kamran,Ganja,Home,Air Fryer,1,110.53,0.0,Online Payment,Completed
ORD0264,2025-11-10,C175,Rauf,Shaki,Electronics,Keyboard,1,213.65,0.1,Bank Transfer,Returned
ORD0265,2025-09-29,C134,Murad,Sumqayit,Home,Vacuum Cleaner,4,23.87,0.1,Cash,Completed
ORD0266,2025-07-10,C167,Orxan,Ganja,Clothing,Jacket,1,178.64,0.0,Bank Transfer,Cancelled
ORD0267,2025-10-29,C114,Orxan,Lankaran,Home,Coffee Maker,1,101.62,0.1,Bank Transfer,Completed
ORD0268,2025-09-08,C191,Sabina,Sumqayit,Books,SQL Book,3,41.84,0.05,Cash,Returned
ORD0269,2026-07-01,C119,Lala,Shaki,Clothing,Backpack,3,105.2,0.05,Card,Returned
ORD0270,2026-03-02,C119,Rauf,Lankaran,Furniture,Office Chair,4,123.51,0.2,Cash,Completed
ORD0271,2026-05-23,C119,Emil,Lankaran,Home,Air Fryer,5,251.38,0.05,Online Payment,Completed
ORD0272,2025-03-30,C114,Tural,Mingachevir,Electronics,Headphones,3,221.57,0.0,Cash,Returned
ORD0273,2026-05-29,C186,Rauf,Mingachevir,Electronics,Smart Watch,1,47.73,0.0,Online Payment,Completed
ORD0274,2025-11-21,C148,Orxan,Mingachevir,Home,Blender,3,178.4,0.05,Card,Cancelled
ORD0275,2025-02-04,C181,Murad,Baku,Electronics,Power Bank,5,34.04,0.1,Online Payment,Completed
ORD0276,2026-08-28,C122,Kamran,Mingachevir,Clothing,T-Shirt,3,71.23,0.05,Card,Cancelled
ORD0277,2025-12-14,C128,Orxan,Shaki,Home,Air Fryer,4,207.78,0.05,Cash,Completed
ORD0278,2025-12-27,C101,Kamran,Shaki,Furniture,Desk,1,181.33,0.0,Card,Completed
ORD0279,2026-01-15,C165,Rauf,Mingachevir,Furniture,Bookshelf,5,74.81,0.05,Online Payment,Returned
ORD0280,2025-02-18,C146,Aysel,Shaki,Home,Kettle,3,150.17,0.1,Card,Completed
ORD0281,2025-11-14,C154,Lala,Baku,Books,Excel Book,1,37.75,0.1,Card,Completed
ORD0282,2025-07-02,C141,Sabina,Mingachevir,Electronics,Power Bank,3,168.45,0.0,Bank Transfer,Cancelled
ORD0283,2025-01-19,C176,Kamran,Mingachevir,Books,Python Book,5,28.27,0.0,Card,Completed
ORD0284,2025-09-07,C169,Kamran,Baku,Books,SQL Book,3,57.66,0.0,Cash,Cancelled
ORD0285,2025-11-20,C194,Aysel,Lankaran,Electronics,Smart Watch,2,315.23,0.0,Bank Transfer,Completed
ORD0286,2026-01-13,C115,Rauf,Ganja,Clothing,T-Shirt,5,26.72,0.1,Cash,Completed
ORD0287,2025-07-29,C151,Elvin,Baku,Home,Kettle,1,17.89,0.0,Bank Transfer,Completed
ORD0288,2026-01-22,C116,Lala,Ganja,Home,Kettle,1,272.2,0.1,Online Payment,Completed
ORD0289,2025-12-23,C185,Lala,Baku,Home,Coffee Maker,1,39.05,0.1,Card,Returned
ORD0290,2026-02-24,C199,Samir,Baku,Clothing,Backpack,5,129.26,0.15,Cash,Completed
ORD0291,2025-07-14,C128,Gunay,Baku,Clothing,Jeans,3,78.4,0.05,Cash,Completed
ORD0292,2025-10-17,C156,Gunay,Mingachevir,Electronics,Smart Watch,4,188.98,0.0,,Completed
ORD0293,2026-03-20,C118,Gunay,Sumqayit,Clothing,Sneakers,3,19.2,0.05,Bank Transfer,Returned
ORD0294,2026-07-30,C169,Kamran,Ganja,Home,Coffee Maker,4,43.86,0.05,Cash,Completed
ORD0295,2026-01-11,C188,Tural,Sumqayit,Clothing,T-Shirt,3,38.19,0.0,Cash,Completed
ORD0296,2025-09-19,C159,Samir,Mingachevir,Home,Vacuum Cleaner,2,60.61,0.15,Card,Cancelled
ORD0297,2025-03-28,C106,Orxan,Ganja,Furniture,Table Lamp,4,130.47,0.05,Card,Cancelled
ORD0298,2025-10-05,C168,Nigar,Mingachevir,Home,Air Fryer,1,23.82,0.05,Cash,Cancelled
ORD0299,2026-07-08,C198,Samir,Sumqayit,Books,Data Analytics Book,2,51.6,0.0,Cash,Completed
ORD0300,2026-05-14,C101,Gunay,Mingachevir,Books,AI Book,3,51.2,0.0,Cash,Completed
ORD0301,2025-04-09,C182,Kamran,Shaki,Clothing,Sneakers,1,144.09,0.1,Bank Transfer,Cancelled
ORD0302,2025-06-13,C119,Emil,Sumqayit,Books,AI Book,5,52.33,0.05,Cash,Cancelled
ORD0303,2026-05-02,C192,Nigar,Baku,Clothing,Backpack,4,138.07,0.05,Cash,Completed
ORD0304,2025-10-31,C152,Elvin,Ganja,Electronics,Keyboard,4,218.95,0.0,Card,Returned
ORD0305,2026-05-14,C181,Leyla,Mingachevir,Home,Vacuum Cleaner,3,276.84,0.05,Bank Transfer,Completed
ORD0306,2025-11-25,C172,Orxan,Mingachevir,Books,Data Analytics Book,1,18.42,0.1,Card,Completed
ORD0307,2026-05-09,C161,Emil,Ganja,Home,Vacuum Cleaner,5,23.78,0.0,Bank Transfer,Returned
ORD0308,2025-10-04,C180,Gunay,Ganja,Furniture,Desk,1,232.41,0.0,Online Payment,Returned
ORD0309,2025-09-21,C126,Aysel,Shaki,Electronics,Keyboard,3,449.06,0.1,Card,Cancelled
ORD0310,2025-07-07,C173,Emil,Baku,Electronics,Power Bank,4,22.44,0.1,Bank Transfer,Completed
ORD0311,2025-12-24,C175,Leyla,Sumqayit,Furniture,Table Lamp,4,160.27,0.05,Online Payment,Completed
ORD0312,2025-12-24,C116,Murad,Baku,Books,Excel Book,2,13.25,0.1,Online Payment,Returned
ORD0313,2025-01-13,C156,Emil,Lankaran,Clothing,Jeans,2,27.03,0.0,Online Payment,Returned
ORD0314,2025-11-17,C117,Rauf,Shaki,Home,Kettle,5,181.23,0.0,Bank Transfer,Cancelled
ORD0315,2025-01-31,C181,Sabina,Shaki,Home,Coffee Maker,2,231.49,0.05,Online Payment,Returned
ORD0316,2025-01-14,C150,Gunay,Shaki,Clothing,Jacket,4,127.63,0.0,Bank Transfer,Returned
ORD0317,2026-04-11,C112,Sabina,Shaki,Clothing,Backpack,2,166.27,0.0,Cash,Completed
ORD0318,2026-03-17,C195,Aysel,Ganja,Electronics,Smart Watch,5,193.05,0.0,Online Payment,Returned
ORD0319,2026-01-25,C169,Gunay,Baku,Electronics,Wireless Mouse,5,220.8,0.15,Card,Completed
ORD0320,2026-03-04,C168,Orxan,Ganja,Home,Vacuum Cleaner,3,176.02,0.05,Card,Returned
ORD0321,2026-04-16,C190,Samir,Baku,Clothing,Sneakers,4,29.73,0.1,Online Payment,Completed
ORD0322,2025-04-11,C133,Kamran,Lankaran,Books,Excel Book,3,53.53,0.2,Bank Transfer,Completed
ORD0323,2025-10-20,C142,Aysel,Mingachevir,Electronics,Power Bank,4,224.42,0.15,Bank Transfer,Completed
ORD0324,2026-03-31,C113,Murad,Mingachevir,Home,Air Fryer,5,15.82,0.05,Cash,Completed
ORD0325,2025-04-10,C187,Samir,Mingachevir,Electronics,Keyboard,2,334.11,0.05,Online Payment,Completed
ORD0326,2025-05-29,C128,Kamran,Shaki,Furniture,Bookshelf,1,131.0,0.15,Online Payment,Completed
ORD0327,2025-04-28,C154,Zehra,Mingachevir,Home,Kettle,4,31.56,0.0,Cash,Returned
ORD0328,2026-02-02,C110,Leyla,Baku,Books,Excel Book,3,55.38,0.05,Card,Completed
ORD0329,2026-01-13,C160,Zehra,Shaki,Clothing,Backpack,1,91.58,0.0,Online Payment,Completed
ORD0330,2026-05-17,C153,Zehra,Sumqayit,Clothing,Jeans,1,156.43,0.0,Cash,Cancelled
ORD0331,2026-06-03,C157,Lala,Lankaran,Electronics,Headphones,3,337.78,0.1,Card,Completed
ORD0332,2025-08-13,C187,Rauf,Mingachevir,Home,Coffee Maker,3,170.88,0.0,Bank Transfer,Cancelled
ORD0333,2026-02-16,C177,Emil,Lankaran,Electronics,Power Bank,4,126.04,0.0,Cash,Completed
ORD0334,2025-05-23,C132,Gunay,Shaki,Books,AI Book,1,36.31,0.0,Cash,Completed
ORD0335,2026-01-29,C145,Leyla,Sumqayit,Furniture,Office Chair,5,229.17,0.1,Online Payment,Completed
ORD0336,2025-02-18,C147,Orxan,Shaki,Clothing,Sneakers,4,57.88,0.05,Bank Transfer,Completed
ORD0337,2025-01-05,C184,Orxan,Baku,Furniture,Desk,3,77.14,0.0,Card,Completed
ORD0338,2026-07-27,C121,Lala,Mingachevir,Home,Blender,2,83.94,0.05,Cash,Cancelled
ORD0339,2026-05-08,C133,Aysel,Sumqayit,Home,Kettle,5,152.18,0.05,Bank Transfer,Completed
ORD0340,2025-09-09,C148,Kamran,Sumqayit,Clothing,T-Shirt,2,47.49,0.05,Online Payment,Completed
ORD0341,2025-11-07,C182,Zehra,Shaki,Books,Python Book,4,55.81,0.1,Card,Completed
ORD0342,2025-09-02,C180,Murad,Ganja,Books,SQL Book,5,44.31,0.15,Cash,Completed
ORD0343,2025-07-06,C184,Kamran,Ganja,Electronics,Keyboard,5,306.64,0.05,Card,Cancelled
ORD0344,2026-05-27,C128,Zehra,Sumqayit,Furniture,Table Lamp,5,144.25,0.0,Online Payment,Completed
ORD0345,2025-12-15,C167,Gunay,Mingachevir,Home,Kettle,5,85.06,0.0,Card,Returned
ORD0346,2026-08-24,C193,Sabina,Baku,Home,Blender,3,298.08,0.05,Card,Returned
ORD0347,2026-08-26,C190,Lala,Baku,Home,Vacuum Cleaner,2,286.01,0.2,Card,Completed
ORD0348,2025-04-24,C101,Zehra,Ganja,Books,Data Analytics Book,5,29.61,0.2,Bank Transfer,Completed
ORD0349,2025-07-12,C117,Elvin,Ganja,Home,Vacuum Cleaner,5,229.26,0.0,Online Payment,Cancelled
ORD0350,2026-08-11,C126,Leyla,Sumqayit,Home,Vacuum Cleaner,5,136.84,0.05,Bank Transfer,Completed
ORD0351,2025-03-25,C115,Murad,Lankaran,Books,Excel Book,5,47.68,0.05,Card,Completed
ORD0352,2025-09-28,C199,Nigar,Baku,Clothing,T-Shirt,3,75.12,0.0,Bank Transfer,Cancelled
ORD0353,2026-06-20,C104,Leyla,Ganja,Clothing,Jeans,1,142.69,0.05,Card,Completed
ORD0354,2025-06-30,C162,Rauf,Baku,Books,Excel Book,5,28.37,0.05,Cash,Returned
ORD0355,2026-01-26,C138,Nigar,Mingachevir,Books,Python Book,4,58.6,0.0,Bank Transfer,Returned
ORD0356,2026-05-26,C136,Emil,Baku,Clothing,Jacket,5,66.16,0.1,Cash,Completed
ORD0357,2025-07-25,C157,Lala,Sumqayit,Books,Python Book,4,21.15,0.2,Online Payment,Returned
ORD0358,2025-09-29,C159,Sabina,Ganja,Books,Excel Book,2,15.78,0.0,Cash,Returned
ORD0359,2025-01-10,C186,Rauf,Baku,Electronics,Headphones,4,429.46,0.15,Bank Transfer,Completed
ORD0360,2025-07-10,C189,Leyla,Lankaran,Home,Kettle,1,174.63,0.15,Online Payment,Completed
ORD0361,2026-01-13,C139,Samir,Shaki,Home,Coffee Maker,1,49.78,0.0,Bank Transfer,Completed
ORD0362,2025-09-19,C184,Orxan,Mingachevir,Books,Python Book,3,25.96,0.0,Card,Completed
ORD0363,2026-04-19,C115,Orxan,Lankaran,Books,Python Book,2,24.22,0.0,Bank Transfer,Completed
ORD0364,2025-11-11,C129,Leyla,Shaki,Home,Blender,1,190.53,0.05,Online Payment,Completed
ORD0365,2025-12-02,C106,Kamran,Mingachevir,Books,Python Book,3,24.06,0.2,Online Payment,Completed
ORD0366,2025-04-05,C168,Gunay,Ganja,Home,Blender,3,245.51,0.05,Online Payment,Returned
ORD0367,2026-08-18,C151,Murad,Lankaran,Home,Blender,4,252.36,0.0,Online Payment,Returned
ORD0368,2025-05-20,C117,Elvin,Baku,Books,Data Analytics Book,5,17.95,0.1,Cash,Cancelled
ORD0369,2026-05-04,C119,Elvin,Mingachevir,Home,Coffee Maker,3,96.44,0.0,Bank Transfer,Completed
ORD0370,2026-01-26,C179,Sabina,Shaki,Electronics,Power Bank,3,357.49,0.1,Card,Completed
ORD0371,2025-12-27,C157,Kamran,Ganja,Books,SQL Book,5,56.95,0.2,Cash,Returned
ORD0372,2025-03-23,C190,Orxan,Baku,Furniture,Monitor Stand,1,343.27,0.0,Online Payment,Completed
ORD0373,2025-07-27,C102,Gunay,Ganja,Home,Blender,2,162.29,0.1,Bank Transfer,Completed
ORD0374,2025-05-28,C119,Orxan,Sumqayit,Books,AI Book,2,23.46,0.0,Cash,Returned
ORD0375,2026-04-26,C196,Elvin,Baku,Home,Vacuum Cleaner,3,207.67,0.0,Online Payment,Completed
ORD0376,2025-06-03,C189,Zehra,Mingachevir,Books,AI Book,3,57.23,0.1,Online Payment,Cancelled
ORD0377,2025-01-25,C128,Aysel,Baku,Home,Air Fryer,5,214.82,0.05,Card,Completed
ORD0378,2026-02-24,C173,Samir,Shaki,Clothing,Sneakers,2,173.0,0.1,Cash,Returned
ORD0379,2025-02-23,C150,Leyla,Lankaran,Electronics,Wireless Mouse,3,23.58,0.0,Card,Completed
ORD0380,2025-09-05,C192,Aysel,Sumqayit,Clothing,Backpack,1,99.6,0.1,Cash,Completed
ORD0381,2025-04-21,C196,Orxan,Baku,Books,Python Book,1,50.56,0.0,Bank Transfer,Completed
ORD0382,2025-11-10,C133,Tural,Ganja,Home,Kettle,2,136.06,0.15,Bank Transfer,Completed
ORD0383,2026-05-19,C146,Leyla,Ganja,Clothing,Sneakers,1,61.75,0.0,Bank Transfer,Returned
ORD0384,2026-05-24,C106,,Baku,Home,Blender,1,136.84,0.15,Card,Returned
ORD0385,2025-07-06,C185,Murad,Mingachevir,Books,Python Book,2,9.82,0.0,Online Payment,Returned
ORD0386,2026-07-03,C179,Gunay,Ganja,Furniture,Table Lamp,2,201.21,0.05,Online Payment,Completed
ORD0387,2025-08-02,C107,Samir,Sumqayit,Furniture,Office Chair,4,94.35,0.0,Card,Completed
ORD0388,2025-02-07,C185,Samir,Mingachevir,Furniture,Office Chair,1,113.28,0.0,Card,Completed
ORD0389,2026-08-18,C135,Orxan,Mingachevir,Home,Kettle,1,250.55,0.0,Online Payment,Completed
ORD0390,2025-11-15,C152,Kamran,Baku,Furniture,Office Chair,5,144.2,0.0,Online Payment,Cancelled
ORD0391,2025-11-10,C139,Aysel,Baku,Clothing,Jeans,5,76.63,0.15,Cash,Completed
ORD0392,2026-03-01,C105,Zehra,Baku,Books,Data Analytics Book,4,26.14,0.15,Bank Transfer,Returned
ORD0393,2026-08-22,C113,Lala,Lankaran,Electronics,Headphones,5,88.96,0.0,Online Payment,Cancelled
ORD0394,2025-01-18,C194,Elvin,Shaki,Furniture,Monitor Stand,1,264.37,0.0,Cash,Completed
ORD0395,2025-04-25,C136,Murad,Baku,Furniture,Bookshelf,2,107.29,0.1,Cash,Returned
ORD0396,2025-12-29,C109,Emil,Baku,Home,Air Fryer,1,177.99,0.05,Cash,Completed
ORD0397,2026-05-14,C113,Elvin,Baku,Electronics,Power Bank,2,235.05,0.0,Bank Transfer,Cancelled
ORD0398,2025-10-22,C188,Zehra,Baku,Electronics,Power Bank,5,70.4,0.05,Card,Completed
ORD0399,2025-07-12,C162,Aysel,Sumqayit,Furniture,Office Chair,1,334.46,0.1,Bank Transfer,Cancelled
ORD0400,2026-01-15,C116,Rauf,Shaki,Books,Data Analytics Book,4,43.81,0.1,Online Payment,Completed
ORD0401,2026-03-01,C151,Elvin,Baku,Books,Python Book,5,53.46,0.0,Cash,Completed
ORD0402,2026-06-26,C157,Kamran,Ganja,Books,Data Analytics Book,3,8.7,0.0,Cash,Returned
ORD0403,2025-12-01,C192,Orxan,Baku,Clothing,T-Shirt,1,137.61,0.0,Cash,Cancelled
ORD0404,2025-11-19,C183,Leyla,Shaki,Books,AI Book,3,59.85,0.1,Online Payment,Completed
ORD0405,2026-04-24,C196,Tural,Shaki,Clothing,Jacket,3,22.48,0.1,Online Payment,Completed
ORD0406,2026-04-27,C161,Kamran,Baku,Electronics,Smart Watch,4,291.76,0.1,Cash,Completed
ORD0407,2026-04-25,C158,Orxan,Baku,Books,Excel Book,3,26.21,0.1,Online Payment,Completed
ORD0408,2025-09-22,C192,Elvin,Mingachevir,Books,Data Analytics Book,2,16.83,0.15,Bank Transfer,Completed
ORD0409,2026-04-30,C186,Lala,Ganja,Books,SQL Book,4,54.23,0.05,Card,Completed
ORD0410,2026-01-21,C194,Lala,Lankaran,Home,Coffee Maker,2,83.83,0.05,Bank Transfer,Completed
ORD0411,2026-01-06,C190,Sabina,Ganja,Furniture,Desk,1,72.77,0.0,Cash,Completed
ORD0412,2025-05-09,C194,Samir,Lankaran,Home,Vacuum Cleaner,5,196.37,0.1,Card,Completed
ORD0413,2025-07-26,C104,Sabina,Shaki,Clothing,Jeans,4,124.22,0.1,Online Payment,Completed
ORD0414,2026-07-29,C122,Elvin,Mingachevir,Electronics,Smart Watch,5,113.41,0.15,Bank Transfer,Cancelled
ORD0415,2025-08-05,C156,Lala,Sumqayit,Clothing,Jeans,5,144.32,0.05,Card,Returned
ORD0416,2025-07-01,C138,Tural,Lankaran,Furniture,Desk,4,269.36,0.0,Bank Transfer,Completed
ORD0417,2025-12-17,C115,Samir,Mingachevir,Books,SQL Book,1,8.3,0.2,Bank Transfer,Completed
ORD0418,2026-05-23,C148,Nigar,Sumqayit,Books,Data Analytics Book,2,29.11,0.1,Online Payment,Completed
ORD0419,2025-05-05,C110,Leyla,Baku,Furniture,Bookshelf,4,330.29,0.2,Bank Transfer,Completed
ORD0420,2025-10-03,C148,Leyla,Sumqayit,Home,Blender,2,216.61,0.0,Card,Completed
ORD0421,2026-07-16,C104,Elvin,Baku,Books,Data Analytics Book,2,31.04,0.1,Card,Returned
ORD0422,2025-06-04,C155,Elvin,Ganja,Home,Vacuum Cleaner,3,252.36,0.0,Card,Completed
ORD0423,2026-04-03,C122,Leyla,Baku,Home,Coffee Maker,4,199.86,0.05,Online Payment,Completed
ORD0424,2026-03-10,C120,Murad,Baku,Furniture,Office Chair,3,297.96,0.1,Online Payment,Returned
ORD0425,2025-03-31,C194,Samir,Mingachevir,Clothing,Sneakers,2,120.44,0.05,Cash,Completed
ORD0426,2025-05-30,C120,Kamran,Mingachevir,Clothing,Jeans,2,137.19,0.0,Online Payment,Completed
ORD0427,2025-02-14,C159,Emil,Sumqayit,Clothing,Sneakers,5,49.85,0.1,Online Payment,Completed
ORD0428,2025-08-22,C181,Emil,Baku,Home,Vacuum Cleaner,5,23.56,0.0,Online Payment,Completed
ORD0429,2025-03-05,C142,Lala,Mingachevir,Books,AI Book,3,50.48,0.05,Cash,Completed
ORD0430,2025-10-03,C150,Elvin,Ganja,Clothing,Jeans,4,52.85,0.05,Online Payment,Completed
ORD0431,2025-10-23,C156,Sabina,Sumqayit,Books,Python Book,5,58.32,0.0,Online Payment,Completed
ORD0432,2025-01-13,C196,Orxan,Mingachevir,Clothing,T-Shirt,2,73.36,0.1,Bank Transfer,Completed
ORD0433,2025-04-06,C162,Nigar,Shaki,Furniture,Bookshelf,2,210.29,0.05,Cash,Completed
ORD0434,2025-05-25,C165,Sabina,Ganja,Clothing,Jacket,1,95.49,0.1,Card,Completed
ORD0435,2026-06-14,C176,Kamran,Baku,Electronics,Power Bank,2,169.24,0.0,Bank Transfer,Cancelled
ORD0436,2025-08-06,C191,Nigar,Ganja,Electronics,Headphones,5,424.38,0.1,Bank Transfer,Completed
ORD0437,2025-08-15,C148,Murad,Lankaran,Clothing,Sneakers,3,123.58,0.1,Cash,Cancelled
ORD0438,2026-01-25,C183,Samir,Baku,Books,Python Book,4,50.53,0.05,Bank Transfer,Returned
ORD0439,2025-07-06,C163,Elvin,Lankaran,Clothing,Jacket,5,106.19,0.0,Online Payment,Completed
ORD0440,2026-08-31,C138,Kamran,Shaki,Books,SQL Book,1,54.97,0.1,,Completed
ORD0441,2025-03-17,C149,Tural,Mingachevir,Furniture,Bookshelf,5,316.08,0.0,Card,Completed
ORD0442,2026-01-18,C122,Orxan,Mingachevir,Books,SQL Book,5,35.14,0.15,Cash,Completed
ORD0443,2026-04-26,C101,Emil,Mingachevir,Clothing,Jacket,1,138.79,0.0,Online Payment,Completed
ORD0444,2025-11-24,C108,Tural,Ganja,Home,Kettle,3,284.23,0.05,Card,Completed
ORD0445,2025-01-02,C182,Emil,Baku,Clothing,T-Shirt,5,130.91,0.1,Card,Returned
ORD0446,2026-08-29,C121,Sabina,Baku,Furniture,Monitor Stand,3,245.81,0.1,Card,Completed
ORD0447,2026-04-16,C152,Lala,Baku,Furniture,Table Lamp,1,190.41,0.05,Cash,Completed
ORD0448,2025-09-22,C132,Emil,Lankaran,Clothing,Sneakers,1,139.37,0.1,Card,Completed
ORD0449,2025-08-20,C142,Lala,Sumqayit,Home,Air Fryer,3,123.23,0.05,Bank Transfer,Completed
ORD0450,2026-02-28,C123,Kamran,Shaki,Electronics,Wireless Mouse,2,311.28,0.0,Card,Completed
ORD0451,2025-05-19,C188,Aysel,Mingachevir,Electronics,Headphones,3,120.8,0.0,Online Payment,Completed
ORD0452,2025-05-27,C156,Elvin,Lankaran,Clothing,Sneakers,2,115.89,0.1,Card,Completed
ORD0453,2025-06-26,C143,Orxan,Ganja,Clothing,Jacket,5,72.82,0.0,Online Payment,Completed
ORD0454,2026-05-09,C183,Zehra,Lankaran,Electronics,Smart Watch,3,287.76,0.0,Online Payment,Completed
ORD0455,2026-03-23,C176,Kamran,Ganja,Clothing,T-Shirt,4,29.68,0.0,Bank Transfer,Completed
ORD0456,2026-08-02,C124,Lala,Shaki,Clothing,Backpack,2,88.71,0.15,Online Payment,Completed
ORD0457,2025-07-14,C158,Tural,Baku,Home,Vacuum Cleaner,3,98.87,0.0,Card,Completed
ORD0458,2026-03-10,C184,Gunay,Lankaran,Furniture,Desk,1,303.96,0.05,Cash,Returned
ORD0459,2026-03-09,C186,Nigar,Shaki,Home,Blender,5,187.08,0.05,Cash,Cancelled
ORD0460,2025-10-29,C125,Nigar,Baku,Furniture,Desk,2,73.87,0.05,Card,Completed
ORD0461,2025-07-11,C167,Kamran,Ganja,Clothing,Jacket,2,110.93,0.0,Card,Completed
ORD0462,2025-11-07,C137,Kamran,Sumqayit,Books,Excel Book,5,13.13,0.05,Card,Completed
ORD0463,2025-01-30,C111,Gunay,Lankaran,Home,Blender,4,225.58,0.15,Card,Completed
ORD0464,2026-08-29,C173,Sabina,Ganja,Books,Excel Book,5,50.57,0.0,Cash,Completed
ORD0465,2025-10-05,C140,Nigar,Baku,Electronics,Smart Watch,1,245.14,0.0,,Returned
ORD0466,2025-01-22,C138,Leyla,Mingachevir,Furniture,Monitor Stand,1,268.46,0.0,Cash,Cancelled
ORD0467,2026-03-05,C106,Leyla,Shaki,Electronics,Headphones,5,174.08,0.05,Card,Completed
ORD0468,2025-03-01,C106,Nigar,Shaki,Books,Python Book,2,22.34,0.1,Card,Completed
ORD0469,2026-01-25,C170,Tural,Ganja,Furniture,Monitor Stand,2,129.78,0.0,Card,Returned
ORD0470,2025-01-19,C163,Tural,Lankaran,Books,AI Book,3,14.05,0.0,Bank Transfer,Completed
ORD0471,2026-03-08,C144,Kamran,Mingachevir,Clothing,Sneakers,5,81.53,0.05,Bank Transfer,Completed
ORD0472,2025-05-21,C170,Zehra,Shaki,Electronics,Keyboard,5,172.61,0.0,Bank Transfer,Returned
ORD0473,2025-07-09,C104,Samir,Ganja,Clothing,Sneakers,4,19.81,0.05,Cash,Completed
ORD0474,2026-08-06,C157,Leyla,Shaki,Home,Coffee Maker,2,104.22,0.0,Cash,Cancelled
ORD0475,2025-06-20,C145,Sabina,Mingachevir,Books,Excel Book,2,28.71,0.0,Online Payment,Completed
ORD0476,2026-02-28,C196,Rauf,Mingachevir,Books,SQL Book,2,51.9,0.05,Online Payment,Completed
ORD0477,2026-02-05,C196,Orxan,Lankaran,Home,Blender,1,16.82,0.1,Card,Returned
ORD0478,2026-05-30,C109,Gunay,Lankaran,Home,Coffee Maker,1,129.06,0.05,Bank Transfer,Completed
ORD0479,2025-06-24,C169,Emil,Lankaran,Electronics,Wireless Mouse,1,287.78,0.0,Card,Completed
ORD0480,2025-11-10,C194,Sabina,Baku,Furniture,Desk,1,56.92,0.1,Online Payment,Completed
ORD0481,2026-08-20,C121,Elvin,Mingachevir,Furniture,Bookshelf,1,105.2,0.0,Online Payment,Completed
ORD0482,2025-02-23,C175,Aysel,Sumqayit,Clothing,T-Shirt,2,84.24,0.15,Bank Transfer,Completed
ORD0483,2025-08-27,C148,Zehra,Lankaran,Electronics,Smart Watch,4,154.89,0.05,Bank Transfer,Returned
ORD0484,2025-10-10,C179,Emil,Shaki,Furniture,Desk,4,118.08,0.05,Cash,Completed
ORD0485,2026-06-04,C169,Zehra,Lankaran,Electronics,Power Bank,4,156.55,0.0,Bank Transfer,Completed
ORD0486,2025-06-29,C137,Samir,Sumqayit,Books,SQL Book,4,42.47,0.1,Online Payment,Completed
ORD0487,2025-06-14,C127,Sabina,Lankaran,Books,SQL Book,5,18.85,0.0,Cash,Completed
ORD0488,2025-01-30,C145,Leyla,Ganja,Furniture,Desk,5,48.14,0.0,Cash,Cancelled
ORD0489,2026-07-04,C170,Orxan,Baku,Clothing,Jacket,4,162.79,0.1,Online Payment,Completed
ORD0490,2026-08-10,C137,Elvin,Ganja,Furniture,Monitor Stand,4,80.02,0.0,Cash,Cancelled
ORD0491,2025-05-15,C168,Leyla,Ganja,Furniture,Office Chair,3,79.98,0.05,Card,Completed
ORD0492,2025-05-18,C102,Murad,Lankaran,Books,SQL Book,1,30.59,0.05,Online Payment,Returned
ORD0493,2025-12-07,C104,Sabina,Ganja,Books,Data Analytics Book,2,22.5,0.0,Card,Completed
ORD0494,2026-07-13,C192,Nigar,Ganja,Home,Air Fryer,2,70.58,0.1,Online Payment,Completed
ORD0495,2025-06-20,C175,Samir,Sumqayit,Home,Blender,4,97.03,0.0,Bank Transfer,Completed
